TIME[UTC],X[km],Y[km],Z[km]
1 Jan 2020 20:50:09.000000000,2218.04812991309,-5928.69583463936,-2936.87319857154
1 Jan 2020 20:50:10.000000000,2217.62451973723,-5932.20584491358,-2930.09748878809
1 Jan 2020 20:50:11.000000000,2217.19780855453,-5935.70886590795,-2923.31834183205
1 Jan 2020 20:50:12.000000000,2216.76799788268,-5939.20489307971,-2916.53576565592
1 Jan 2020 20:50:13.000000000,2216.33508924417,-5942.69392189448,-2909.74976821588
1 Jan 2020 20:50:14.000000000,2215.89908416526,-5946.17594782629,-2902.96035747247
1 Jan 2020 20:50:15.000000000,2215.45998417685,-5949.65096635758,-2896.16754138987
1 Jan 2020 20:50:16.000000000,2215.01779081415,-5953.11897297907,-2889.37132793664
1 Jan 2020 20:50:17.000000000,2214.57250561622,-5956.57996319011,-2882.57172508503
1 Jan 2020 20:50:18.000000000,2214.12413012692,-5960.03393249832,-2875.76874081128
1 Jan 2020 20:50:19.000000000,2213.67266589383,-5963.48087641978,-2868.96238309585
1 Jan 2020 20:50:20.000000000,2213.21811446934,-5966.92079047899,-2862.15265992281
1 Jan 2020 20:50:21.000000000,2212.76047740956,-5970.35367020892,-2855.33957928055
1 Jan 2020 20:50:22.000000000,2212.29975627539,-5973.77951115093,-2848.523149161
1 Jan 2020 20:50:23.000000000,2211.83595263143,-5977.19830885487,-2841.70337756043
1 Jan 2020 20:50:24.000000000,2211.36906804696,-5980.61005887903,-2834.88027247872
1 Jan 2020 20:50:25.000000000,2210.89910409534,-5984.01475679018,-2828.05384191967
1 Jan 2020 20:50:26.000000000,2210.42606235418,-5987.41239816347,-2821.22409389127
1 Jan 2020 20:50:27.000000000,2209.94994440548,-5990.80297858261,-2814.39103640501
1 Jan 2020 20:50:28.000000000,2209.47075183506,-5994.18649363976,-2807.55467747665
1 Jan 2020 20:50:29.000000000,2208.9884862335,-5997.56293893552,-2800.71502512553
1 Jan 2020 20:50:30.000000000,2208.50314919509,-6000.93231007914,-2793.87208737488
1 Jan 2020 20:50:31.000000000,2208.01474231888,-6004.29460268808,-2787.02587225203
1 Jan 2020 20:50:32.000000000,2207.52326720773,-6007.64981238859,-2780.17638778779
1 Jan 2020 20:50:33.000000000,2207.02872546873,-6010.99793481525,-2773.3236420172
1 Jan 2020 20:50:34.000000000,2206.53111871345,-6014.33896561125,-2766.46764297874
1 Jan 2020 20:50:35.000000000,2206.03044855754,-6017.67290042814,-2759.60839871507
1 Jan 2020 20:50:36.000000000,2205.526716621,-6020.9997349261,-2752.74591727237
1 Jan 2020 20:50:37.000000000,2205.01992452763,-6024.31946477398,-2745.88020670066
1 Jan 2020 20:50:38.000000000,2204.51007390598,-6027.63208564882,-2739.01127505397
1 Jan 2020 20:50:39.000000000,2203.99716638826,-6030.93759323659,-2732.13913038979
1 Jan 2020 20:50:40.000000000,2203.48120361139,-6034.23598323143,-2725.2637807697
1 Jan 2020 20:50:41.000000000,2202.962187216,-6037.52725133639,-2718.38523425872
1 Jan 2020 20:50:42.000000000,2202.44011884741,-6040.81139326271,-2711.50349892595
1 Jan 2020 20:50:43.000000000,2201.9150001546,-6044.08840473054,-2704.61858284397
1 Jan 2020 20:50:44.000000000,2201.38683279114,-6047.35828146841,-2697.7304940891
1 Jan 2020 20:50:45.000000000,2200.85561841478,-6050.62101921332,-2690.83924074163
1 Jan 2020 20:50:46.000000000,2200.32135868705,-6053.87661371117,-2683.94483088522
1 Jan 2020 20:50:47.000000000,2199.7840552742,-6057.12506071606,-2677.04727260759
1 Jan 2020 20:50:48.000000000,2199.2437098461,-6060.36635599102,-2670.14657399989
1 Jan 2020 20:50:49.000000000,2198.70032407734,-6063.60049530747,-2663.24274315693
1 Jan 2020 20:50:50.000000000,2198.15389964613,-6066.82747444551,-2656.3357881775
1 Jan 2020 20:50:51.000000000,2197.60443823539,-6070.04728919379,-2649.42571716365
1 Jan 2020 20:50:52.000000000,2197.05194153164,-6073.25993534965,-2642.51253822148
1 Jan 2020 20:50:53.000000000,2196.49641122599,-6076.46540871901,-2635.59625946038
1 Jan 2020 20:50:54.000000000,2195.9378490137,-6079.6637051163,-2628.6768889937
1 Jan 2020 20:50:55.000000000,2195.37625659375,-6082.8548203648,-2621.75443493818
1 Jan 2020 20:50:56.000000000,2194.81163566983,-6086.03875029627,-2614.82890541416
1 Jan 2020 20:50:57.000000000,2194.24398794922,-6089.21549075116,-2607.90030854588
1 Jan 2020 20:50:58.000000000,2193.6733151439,-6092.38503757854,-2600.96865246078
